id,prepped_bfsentence_None,masked_sentence,a1,gt_q2
5a72a6d855429901807daf27,"Of four Harry S. Truman Supreme Court candidates, who was the 53rd United States Secretary of the Treasury and the 13th Chief Justice of the United States? Harry S. Truman Supreme Court candidates: During his two terms in office, President Harry S. Truman appointed four members of the Supreme Court of the United States: Chief Justice Fred M. Vinson, Associate Justice Harold Burton, Associate Justice Tom C. Clark, and Associate Justice Sherman Minton. Priyasath Dep: On February 27th 2017 he was nominated by the Constitutional Council as the 45th Chief Justice of Sri Lanka"," The most prominent member of the Vinson political family, he was the 53rd United States Secretary of the Treasury and the 13th Chief Justice of the United States.",Fred M. Vinson,"Of Fred M. Vinson, Harold Burton, Tom Clark, and Sherman Minton, who was the 53rd United States Secretary of the Treasury and 13th Chief Justice?"
5a72aec45542994cef4bc3d7,"Which author lived longer, Nelson Algren or Nathanael West? Nelson Algren: Nelson Algren (March 28, 1909 – May 9, 1981) was an American writer.","Nathanael West (born Nathan Weinstein; October 17, 1903 – December 22, 1940) was an American author, screenwriter and satirist.",Nelson Algren,When was Nelson Algren born and when did he die?
5a72b3335542994cef4bc3dc,What party campaigned for the Irish Home Rule Movement? Irish Home Rule movement: The Irish Home Rule movement was a movement that agitated for self-government for Ireland within the United Kingdom of Great Britain and Ireland.,"The Home Rule League (1873–1882), sometimes called the Home Rule Party or the Home Rule Confederation, was a political party which campaigned for home rule for Ireland within the United Kingdom of Great Britain and Ireland, until it was replaced by the Irish Parliamentary Party.",The Home Rule League,What party campaigned for Irish home rule?
5a72b9155542992359bc3187,"What service is an Amtrak flagship that includes BWI Rail Station as one of its Amtrak intercity services? BWI Rail Station: It is served by Amtrak intercity services (frequent ""Northeast Regional"" and ""Acela Express"" trains plus the daily ""Vermonter"" and ""Palmetto"") and MARC Penn Line regional rail service.","The Acela Express ( ; colloquially abbreviated to Acela) is Amtrak's flagship service along the Northeast Corridor (NEC) in the Northeast United States between Washington, D.C. and Boston via 14 intermediate stops including Baltimore, Philadelphia, and New York City.",Acela Express,"Out of Northeast Regional, Acela Express, and Vermonter, and Palmetto, which is an Amtrak flagship service?"
5a72ba165542992359bc318a,"Who runs the website surpassed by both Baidu Baike and Hudong.com? Baidu Baike: Its test version was released on 20 April 2006, and within three weeks the encyclopedia had grown to more than 90,000 articles surpassing the number in Chinese Wikipedia. Chinese Wikipedia: The Chinese Wikipedia () is the (Standard) Chinese language edition of Wikipedia.", It is run by the Wikimedia Foundation.,Wikimedia Foundation,Who runs Wikipedia?
5a72ba1a5542992359bc318b,"Which song did Eminem and Rihanna collaborate on after their other collaboration song in studio album ""Unapologetic?"" Numb (Rihanna song): ""Numb"" is a song by Barbadian singer Rihanna from her seventh studio album ""Unapologetic"" (2012)."," ""The Monster"" marks the fourth collaboration between Eminem and Rihanna, following ""Love the Way You Lie"", its sequel ""Love the Way You Lie (Part II)"" (2010), and ""Numb"" (2012).",The Monster,"What song did Eminem and Hihanna collaborate on after ""Numb""?"
5a72bd0b5542992359bc318f,"Who achieved more academically, Andrea Martin or Mark Hoplamazian? Andrea Martin: Andrea Louise Martin (born January 15, 1947) is an American actress, singer, author and comedian, best known for her work in the television series ""SCTV"". Mark Hoplamazian: Mark S. Hoplamazian is an American businessman, who is the President and CEO of Hyatt Hotels Corporation."," He received his A.B. in economics from Harvard College, and his M.B.A. from the University of Chicago Booth School of Business.",Mark S. Hoplamazian,What were Mark S. Hoplamazian's academic achievements?
5a72c6565542992359bc31a7,"What is the stage name of the former pornographic actress born in 1981 that co-hosted the 26th AVN Awards? 26th AVN Awards: Comedian Thea Vidale hosted the show for the second time, joined on stage by actresses Belladonna and Jenna Haze. 13th AVN Awards: The ceremony, taped for broadcast in the United States by Spice Networks, was produced and directed by Gary Miller and Mark Stone.","Belladonna (born Michelle Anne Sinclair; May 21, 1981) is an American former pornographic actress, pornographic film director, actress and producer.",Belladonna,"Who was born in 1981, Belladonna, or Jenna Haze?"
5a72d3525542991f9a20c5ab,"What was the founding year of the county where Weber's Store is located? Weber's Store: Weber's Store, at 510 Main St. in Thompson Falls in Sanders County, Montana was listed on the National Register of Historic Places in 1986.", The county was founded in 1905.,1905,"When was Sanders County, Montana founded?"
5a72d7b35542991f9a20c5be,"What is the name of the pop artist that belongs on the Pledis Entertainment label and has 13 members? Pledis Entertainment: Pledis Entertainment () is a South Korean record label and entertainment agency founded in 2007 by Han Sung-soo. It is currently home to K-pop artists After School, Orange Caramel, NU'EST, Han Dong Geun, Kye Bumzu, Seventeen and Pristin. List of AKB48 members: s of 06, 2017 the group consists of 125 members, divided among several teams: Team A with 13 members, Team K with 15 members, Team B with 13 members, and Team 4 with 17 members, Team 8 with 46 members, the last of which have 3 members serving concurrently with other AKB48 teams."," The group consists of thirteen members who are separated into three sub-units, each with different areas of specialization: a 'Hip-Hop Unit', 'Vocal Unit', and 'Performance Unit'.",Seventeen,"Out of After School, Orange Caramel, NU'EST, Han Dong Geun, Kye Bumzu, Seventeen, and Pristin, which group has thirteen members?"
5a72e4375542992359bc31bf,"Who is older, Lucy Gichuhi or Bob Day? Lucy Gichuhi: Lucy Muringo Gichuhi (née Munyiri) ( ) (born 23 September 1962) is an Australian politician who is a Senator for South Australia, sitting as an independent. She was declared to have been elected at the 2016 election for the Family First Party following a special recount on 13 April 2017 ordered by the High Court of Australia, sitting as the Court of Disputed Returns, following its decision that Bob Day had not been eligible to stand for election.","Robert John Day {'1': "", '2': "", '3': "", '4': ""} (born 5 July 1952) is an Australian former politician and businessman who was a Senator for South Australia from 1 July 2014 to 1 November 2016.",Bob Day,"When was Robert ""Bob"" Day born?"
5a72fc865542991f9a20c5e9,"When did the coach of the 1963 Oklahoma Sooners football team die ? 1963 Oklahoma Sooners football team: They were coached by head coach Bud Wilkinson, who would retire from coaching after the conclusion of the season.","Charles Burnham ""Bud"" Wilkinson (April 23, 1916 – February 9, 1994) was an American football player, coach, broadcaster, and politician.",9-Feb-94,When did Bud Wilkinson die?
5a7300b85542994cef4bc41a,"Gaia is a space observatory of the European Space Agency, what is Astrosat? Gaia (spacecraft): Gaia is a space observatory of the European Space Agency (ESA) designed for astrometry: measuring the positions and distances of stars with unprecedented precision.",Astrosat is India's first dedicated multi-wavelength space observatory.,India's first dedicated multi-wavelength space observatory.,What is Astrosat?
5a7306a655429901807daf67,"Who is prime minister of this West African country that covers 36125km2? Guinea-Bissau: Guinea-Bissau ( ), officially the Republic of Guinea-Bissau (Portuguese: ""República da Guiné-Bissau"" , ] ), is a country in West Africa. It covers 36125 km2 with an estimated population of .",Umaro Mokhtar Sissoco Embaló (born 23 September 1972) has been the Prime Minister of Guinea-Bissau since 18 November 2016.,Umaro Mokhtar Sissoco Embaló,Who is prime minister of Guinea-Bissau?
5a7309a15542992359bc320c,"Which writer of the song ""Money, Money, Money"" by pop group ABBA was born on 16 December 1946 ? Money, Money, Money: ""Money, Money, Money"" is a song recorded by Swedish pop group ABBA, written by Benny Andersson and Björn Ulvaeus. My Love, My Life (album): My Love, My Life is a compilation album released by Agnetha Fältskog, a former member of Swedish pop group ABBA, in 1996.","Göran Bror Benny Andersson (] ; born 16 December 1946) is a Swedish musician, composer, member of the Swedish music group ABBA (1972–1982), and co-composer of the musicals ""Chess"", ""Kristina från Duvemåla"", and ""Mamma Mia!",Benny Andersson,When was Benny Anderson born?
5a730a6b5542992359bc3210,"Who is older Craig Nicholls or Norman Blake ? Ryan Griffiths (guitarist): Ryan Griffiths (born 14 February 1978) is an Australian musician. Craig Nicholls: Craig Robert Nicholls (born 31 August 1977) is an Australian musician, best known as the lead singer, songwriter, and guitarist of the Australian alternative rock band The Vines, of which he is the only mainstay member.","Norman Blake (born 20 October 1965, Bellshill, North Lanarkshire, Scotland) is a singer, instrumentalist and songwriter in the Glasgow based band Teenage Fanclub.",Norman Blake,When was Norman Blake born?
5a7322165542994cef4bc470,"What memeber of the artistic gymanstic team known as the ""Final Five"" who won a team gold medal at the Rio games was born on May 25, 1994? Final Five (gymnastics): The Final Five was the artistic gymnastics team that won the third team Olympic gold medal for the United States, and the second gold medal on international soil, in the women's team competition at the 2016 Summer Olympics in Rio de Janeiro. The five members of the team were Simone Biles, Gabby Douglas, Laurie Hernandez, Madison Kocian, and Aly Raisman.","Alexandra Rose ""Aly"" Raisman (born May 25, 1994) is an American gymnast and two-time Olympian.",Aly Raisman,"Out of Simone Biles, Gabby Douglas, Laurie Hernandez, Madison Kocian, and Aly Raisman, who was born May 25, 1994?"
5a73250a5542991f9a20c643,"Where has Kerwin Swint's work appeared that draws 20.5 million unique visitors a month? Kerwin Swint: He or his work has appeared in a number of national and international media, including CNN, FOX News, the BBC, the ABC program The View, The Wall Street Journal, The Los Angeles Times, The Washington Post, NPR, The Toronto Star, The Daily Mail (UK), The Guardian (UK), National Journal, Mental Floss, Publishers Weekly, Salon, Slate, The Chronicle of Higher Education, and numerous other media."," mentalfloss.com, which presents facts, puzzles, and trivia with a humorous tone, draws 20.5 million unique users a month.",Mental Floss,"Out of CNN, FOX News, the BBC, the ABC program The View, The Wall Street Journal, The Los Angeles Times, The Washington Post, NPR, The Toronto Star, The Daily Mail (UK), The Guardian (UK), National Journal, Mental Floss, Publishers Weekly, Salon, Slate, and The Chronicle of Higher Education, which outlet draws 20.5 million unique users a month?"
5a7329a15542991f9a20c65f,"What record officially started in 1519 in the same state that holds the city Augustus Chapman Allen used his inheritance to fund the founding of? Charlotte Baldwin Allen: She was the wife of Augustus Chapman Allen, who used her inheritance to finance the founding of this city.","The recorded History of Texas begins with the arrival of the first Spanish conquistadors in the region of North America now known as Texas in 1519, who found the region populated by numerous Native American /Indian tribes.",The recorded History of Texas,Which record officially started in 1519 in Texas?
5a732aa055429901807daf9f,"What year did the largest convention center in the U.S. state of Georgia open? Georgia International Convention Center: The Georgia International Convention Center or GICC, opened in April 2009, is the second largest convention center in the U.S. state of Georgia, second only to the Georgia World Congress Center."," Opened in 1976, the GWCC was the first state-owned convention center established in the United States.",1976,In what year did the Georgia World Congress Center open?
5a7331705542991f9a20c67a,Who was the Goal keeper for Iraq in the 1996 AFC Asian Cup played in the United Arab Emirates? 1996 AFC Asian Cup: The Asian Football Confederation's 1996 AFC Asian Cup finals were held in the United Arab Emirates between 4 and 21 December.,Emad Hashim (born 10 February 1969) is an Iraqi football Goalkeeper who played for Iraq in the 1996 AFC Asian Cup & 2000 AFC Asian Cup.,Emad Hashim,Who was the goal keeper for Iraq in the 1996 AFC Asian Cup?
5a73354f5542991f9a20c687,"Thomas Henry Moray Followed work down on nuclear batteries in 1912 by this English physicist? Charles Drummond Ellis: Sir Charles Drummond Ellis FRS (b.Hampstead, 11 August 1895; died Cookham 10 January 1980) was an English physicist and scientific administrator. Thomas Henry Moray: Moray's device followed other work on nuclear batteries first done in 1913 by Henry Moseley using a radium source. Henry Moseley: Henry Gwyn Jeffreys Moseley (23 November 1887 – 10 August 1915) was an English physicist, whose contribution to the science of physics was the justification from physical laws of the previous empirical and chemical concept of the atomic number.","Thomas Henry Moray (August 28, 1892 - May 18, 1974) was an inventor from Salt Lake City, Utah.",Henry Moseley,Who was Thomas Henry Moray?
5a7339c85542991f9a20c6a2,"What is the nickname of the county in Northern Ireland where the Tandragee killings took place? Andrew Robb and David McIlwaine killings: The Tandragee killings took place in the early hours of Saturday 19 February 2000 on an isolated country road outside Tandragee, County Armagh, Northern Ireland."," County Armagh is known as the ""Orchard County"" because of its many apple orchards.","""Orchard County""",What is the nickname of County Armagh?
5a7344e95542991f9a20c6ce,"What song was number 4 on the charts when a song from FutureSex/LoveSounds was number 1? I Think We're Alone Now: ""I Think We're Alone Now"" was a 1967 US hit for James and the Shondells, reaching number 4 on the ""Billboard"" Hot 100 chart. SexyBack: ""SexyBack"" is a song recorded by American singer-songwriter Justin Timberlake for his second studio album, ""FutureSex/LoveSounds"" (2006). Rudebox (song): ""Rudebox"" is song by English musician Robbie Williams, from the his seventh studio album of the same name (2006)."," After the release of the CD single, it ascended 26 places to number 4, selling 24,821 copies, beaten by Nelly Furtado featuring Timbaland's ""Promiscuous"", Justin Timberlake's ""SexyBack"" and Scissor Sisters' ""I Don't Feel Like Dancin'"".",Rudebox,What song was number 4 in 2006 when Justin Timberlake's SexyBack was number 1?
5a7350d55542994cef4bc535,"Which movie used more styles of animation and filming, James and the Giant Peach or Tangled ? James and the Giant Peach (film): James and the Giant Peach is a 1996 British-American musical fantasy film directed by Henry Selick, based on the 1961 novel of the same name by Roald Dahl. Tangled: Tangled is a 2010 American 3D computer-animated musical fantasy-comedy film produced by Walt Disney Animation Studios and released by Walt Disney Pictures.", The film is a combination of live action and stop-motion animation.,James and the Giant Peach,What kind of animation and filming was used in James and the Giant Peach?
5a73595055429901807dafd6,"When was the producer of the film Betrayal born? Betrayal (1983 film): Betrayal is a 1983 film adaptation of Harold Pinter's 1978 play of the same name. With a semi-autobiographical screenplay by Pinter, the film was produced by Sam Spiegel and directed by David Jones.","Samuel P. ""Sam"" Spiegel (November 11, 1901 – December 31, 1985) was a Polish-born American independent film producer.",11-Nov-01,When was Sam Spiegel born?
5a735bae55429901807dafef,Which indigenous people of the Ryukyu Islands were massacred in the Mudan incident of 1871? Mudan incident (1871): The Mudan incident of 1871 was the massacre of 54 Ryūkyūan sailors in Qing-era Taiwan who wandered into the central part of Taiwan after their ship was shipwrecked.,"The Ryukyuan people (琉球民族 , Ryūkyū minzoku , Okinawan: ""Ruuchuu minzuku"") (also Lewchewan or Uchinaanchu (沖縄人 , Japanese: ""Okinawa jin"") ) are the indigenous peoples of the Ryukyu Islands between the islands of Kyushu and Taiwan.",Ryukyuan people,What indigenous people come from the Ryukyu Islands?
5a73630655429901807db020,"Who was born first, Antonin Artaud or Elizabeth Taylor? Elizabeth Taylor: Dame Elizabeth Rosemond Taylor, DBE (February 27, 1932 – March 23, 2011) was a British-American actress, businesswoman, and humanitarian. Cabine C: With their sonority inspired by acts such as Siouxsie and the Banshees, The Cure, Cocteau Twins and Talking Heads, and vocalist Ciro Pessoa's lyrics influenced by Romantic and Symbolist poets such as Edgar Allan Poe, Charles Baudelaire and Arthur Rimbaud, and by playwright Antonin Artaud, they are considered to be one of the first and most famous Brazilian gothic rock bands (even though Pessoa publicly rejected any associations with the goth subculture at the time), as well as forerunners of the cold wave movement in Brazil.","Antoine Marie Joseph Artaud, better known as Antonin Artaud (] ; 4 September 1896 – 4 March 1948), was a French dramatist, poet, essayist, actor, and theatre director, widely recognized as one of the major figures of twentieth-century theatre and the European avant-garde.",Antonin Artaud,When was Antoine Marie Joseph Artaud born?
5a7365b155429901807db02a,"Which war was HMS Clonmel in where over nine million combatants died? World War I: Over nine million combatants and seven million civilians died as a result of the war (including the victims of a number of genocides), a casualty rate exacerbated by the belligerents' technological and industrial sophistication, and the tactical stalemate caused by gruelling trench warfare. William Brown (Royal Navy officer): He was then moved to HMS Leander, where he was commissioned by Admiral Peyton in 1788.","HMS ""Clonmel"" was a Hunt class minesweeper of the Royal Navy from World War I.",World War I,"Which war was HMS ""Clonmel"" in?"
5a73677455429901807db030,"Of the companies that sponsor the British League Riders Championship, which is owned and operated by Goodyear Tire and Rubber Company? British League Riders' Championship: The championship has been sponsored by Player's No 10, Skol, Leyland Cars, Gauntlet, Daily Mirror, TNT Sameday and Dunlop The Kelly Springfield Tire Company: It continues today as a major brand under Goodyear."," Founded by pneumatic tyre pioneer John Boyd Dunlop in Birmingham, England in 1889, it is owned and operated by Goodyear Tire and Rubber Company in North America, Europe, Australia and New Zealand.",Dunlop,"Out of Player's No 10, Skol, Leyland Cars, Gauntlet, Daily Mirror, TNT Sameday and Dunlop, which company is owned and operated by Goodyear Tire and Rubber Company?"
5a7369da55429901807db037,"In what group was the writer of Songs and Dances of Death in? Songs and Dances of Death: Songs and Dances of Death (Russian: Песни и пляски смерти , ""Pesni i plyaski smerti"") is a song cycle for voice (usually bass or bass-baritone) and piano by Modest Petrovich Mussorgsky, written in the mid-1870s, to poems by Arseny Golenishchev-Kutuzov, a relative of the composer.","Modest Petrovich Mussorgsky (Russian: Моде́ст Петро́вич Му́соргский ; ] ; 21 March [O.S. 9 March] 1839 – 28 March [O.S. 16 March] 1881 ) was a Russian composer, one of the group known as ""The Five"".","""The Five""",What grouop was Modest Petrovich Mussorgsky in?
5a737d3c55429908901be2c8,"I Can See Your Voice, a reality show from South Korea, offers what kind of performers a chance to make their dreams of stardom a reality? South Korea: South Korea, officially the Republic of Korea (abbreviated ROK), is a sovereign state in East Asia, constituting the southern part of the Korean Peninsula.", A reality show platform which offers talented singers the chance to make their dreams of stardom a reality.,singers,What kind of performers participate in I Can See Your Voice?
5a7380e055429908901be2d6,"Which building is newer, The Spiral, or the New York World Building? Terrace on the Park: The outside walls of the main floor are mostly accessible windows that allow guests a clear view in every direction. New York World Building: It was razed in 1955.","The Spiral is a proposed 65-floor skyscraper located in the Hudson Yards neighborhood of Manhattan, New York City.",The Spiral,Is The Spiral a new building or has it been razed?
5a73830d55429908901be2da,"What actress starred in ""The Golden Girls"" and was an animal rights activist? Dorothy Zbornak: Dorothy Zbornak (née Petrillo) is a fictional character from the TV series ""The Golden Girls"", portrayed by Bea Arthur for 7 years and 183 episodes. Ingrid Newkirk: Ingrid E. Newkirk (born June 11, 1949) is an English-born British-American animal rights activist and the president of People for the Ethical Treatment of Animals (PETA), the world's largest animal rights organization.","Beatrice ""Bea"" Arthur (born Bernice Frankel; May 13, 1922 – April 25, 2009) was an American actress, comedian, singer, and animal rights activist.",Bea Arthur,Was Dorothy Zbornak an animal rights activist?
5a738b855542992d56e7e363,"Which hospital opened first, St. Elizabeths Hospital or Providence Hospital? Providence Hospital (Washington, D.C.): Founded in 1861, it is the longest continuously operating hospital in the District.",St. Elizabeths Hospital opened in 1855 as the first federally operated psychiatric hospital in the United States.,St. Elizabeths Hospital,When did St.Elizabeths Hospital open?
5a738bd0554299623ed4abee,What classical music written by a Russian composer did Sia heavily sample? Taken for Granted: It was written by Sia and produced by Nigel Corsbie and heavily samples from Sergei Prokofiev's 'Montagues and Capulets',Montagues and Capulets is a work of classical music written by Russian composer Sergei Prokofiev.,Montagues and Capulets,Where was Sergei Prokofiev from?
5a738d27554299623ed4abf3,"Who was born first, Erika Jayne or Marco Da Silva Fortaleza Metro: The Fortaleza Metro system has been in operation since June 15, 2012, with the completion of the South Line, the first line of the system. Marco Da Silva (dancer): Marco Da Silva (born May, 30th, 1977), is a Portuguese dancer and choreographer.","Erika Girardi (born 10 July 1971), known professionally as Erika Jayne, is an American singer, actress and television personality.",Erika Jayne,When was Erika Girardi born?
5a7391b655429978a71e902c,"Who died first, Andrei Platonov or John Masefield? John Masefield: John Edward Masefield, OM ( ; 1 June 1878 – 12 May 1967) English poet and writer, was Poet Laureate of the United Kingdom from 1930.","Andrei Platonov (Russian: Андре́й Плато́нов , ] ; August 28 [O.S. August 16] 1899 – January 5, 1951) was the pen name of Andrei Platonovich Klimentov (Russian: Андре́й Плато́нович Климе́нтов ), a Soviet Russian writer, playwright, and poet, whose works anticipate existentialism.",Andrei Platonov,When did Andrei Platonov die?
5a739d8c55429905862fe073,"Near which town did the family of author of the ""Adventures of Huckleberry Finn"" own several tracts of land? Mark Twain: Among his novels are ""The Adventures of Tom Sawyer"" (1876) and its sequel, the ""Adventures of Huckleberry Finn"" (1885), the latter often called ""The Great American Novel"".","Santa Fe is an unincorporated community in southeastern Monroe County, Missouri, United States.",Santa Fe,Near which town did the family of Mark Twain own land?
5a739ef955429978a71e904b,"What festival is held every June in Bartlesville, Oklahoma? OK Mozart Festival: Considered Oklahoma's Premiere Music Festival, OK MOZART brings the highest quality professional musical and cultural experiences to the state of Oklahoma and the middle United States. Kastav Film Festival: Since then, the festival is held every June in Kastav, Croatia. Bartlesville, Oklahoma: Bartlesville is a city mostly in Washington County in the U.S. state of Oklahoma.","OK Mozart is an annual Classical music festival held each June in Bartlesville, Oklahoma.",OK Mozart,How often is the OK Mozart Festival held?
5a73ae3b55429978a71e907c,"Japanese destroyer Oite participated in what conflict that ended with the surrender of the American forces to the Empire of Japan? Japanese destroyer Oite (1924): The Japanese destroyer ""Oite"" (追風 , ""Tail Wind"" ) was one of nine ""Kamikaze""-class destroyers built for the Imperial Japanese Navy during the 1920s. During the Pacific War, she participated in the Battle of Wake Island in December 1941 and the occupations of New Guinea and the Solomon Islands in early 1942.","The Battle of Wake Island began simultaneously with the attack on Pearl Harbor naval/air bases in Hawaii and ended on 23rd December 1941, with the surrender of the American forces to the Empire of Japan.",Battle of Wake Island,"Out of the Battle of Wake Island, the occupation of New Guinea, and the occupation of the Solomon Islands, which ended with the surrender of the American forces to the Empire of Japan?"
5a73aeb855429908901be311,"Who is a guest in the final two episodes of season eighteen of South Park? HappyHolograms: YouTube celebrity PewDiePie appeared as himself, continuing his story line from the previous episode. Good Bye, Radar: As the title of the episode implies, these were the final two episodes to feature Gary Burghoff in his role as Corporal Radar O'Reilly.", YouTube celebrity PewDiePie plays himself in this episode.,PewDiePie,Who plays himself in HappyHolograms?
5a73b0975542992d56e7e387,"Which market town in Lancashire is part of the BB postcode area? BB postcode area: The BB postcode area, also known as the Blackburn postcode area, is a group of postcode districts around Accrington, Barnoldswick, Blackburn, Burnley, Clitheroe, Colne, Darwen, Nelson and Rossendale in England.","Burnley ( ) is a market town in Lancashire, England, with a population of 73,021.",Burnley,"Out of Accrington, Barnoldswick, Blackburn, Burnley, Clitheroe, Colne, Darwen, Nelson and Rossendale, which is a market town?"
5a73b2cb55429908901be31a,"The members of the von Trapp musical group are related to which woman who wrote ""The Story of the Trapp Family Singers""? The von Trapps: They are the grandchildren of Werner von Trapp, who was portrayed as Kurt in ""The Sound of Music"", and the great-grandchildren of Georg Ritter von Trapp and his first wife Agathe Whitehead, and the step-great-grandchildren of Maria von Trapp, Georg's second wife. Alix Williamson: Alix Williamson (5 April 1916 – 26 August 2001) was an American publicist who specialized in promoting musical artists both in the United States and abroad."," She wrote ""The Story of the Trapp Family Singers"" which was published in 1949.",Maria von Trapp,"Who wrote ""The Story of the Trapp Family Singers""?"
5a7412b655429979e28828a1,"Who was the husband of the prominent Walton family member who died after John died in 2005? Walton family: The three most prominent living members (Jim, Rob and Alice) have consistently been in the top ten of the ""Forbes"" 400 since 2001, as were John ( 2005) and Helen (d. 2007) prior to their deaths.","Helen Robson Kemper Walton (December 3, 1919 – April 19, 2007) was the wife of Wal-Mart and Sam's Club founder Sam Walton.",Sam Walton,Who was the husband of Helen Walton?
5a7415cf55429979e28828a6,"When did the person who claimed that Fidel Castro was killed in the 26th July Movement but was proven wrong by Herbert Matthews first serve as President of Cuba? Herbert Matthews: Herbert Lionel Matthews (January 10, 1900 – July 30, 1977) was a reporter and editorialist for ""The New York Times"" who grew to notoriety after revealing that Fidel Castro was still alive and living in the Sierra Maestra mountains, though Fulgencio Batista had claimed publicly that he was killed during the 26th of July Movement's landing.","Fulgencio Batista y Zaldívar (] ; born Rubén Zaldívar; January 16, 1901 – August 6, 1973) was the elected President of Cuba from 1940 to 1944, and U.S.-backed dictator from 1952 to 1959, before being overthrown during the Cuban Revolution.",1940,When did Fulgencio Batista first serve as the president of Cuba
5a74167455429929fddd83dc,"On which continent did Pia Miller make her appearance, in the teen magazine, Dolly? Pia Miller: Miller came to prominence after winning ""Dolly's"" annual modelling competition.","DOLLY was an Australian bimonthly teen magazine started in 1970 by Fairfax Ltd. in Australia and New Zealand, and purchased by ACP in 1988.",Australia,On what continent is teen magazine DOLLY from?
