id,q1,a1,fc_masked,masked_sentence,masked_sentence_title,q2_gt
5a738d27554299623ed4abf3,"Who was born first, Erika Jayne or Marco Da Silva",Erika Jayne,"Erika Jayne: Erika Girardi (born 10 July 1971), known professionally as Erika Jayne, is an American singer, actress and television personality.","Marco Da Silva (born May, 30th, 1977), is a Portuguese dancer and choreographer.",Marco Da Silva (dancer),When was Marco Da Silva born?
5ab2a186554299295394677b,"When did the English local newspaper, featuring the sculpture and war memorial in the Forbury gardens, change names?",2009,"Reading Post: The Reading Post (until 2009, the Reading Evening Post), was an English local newspaper covering Reading, Berkshire and surrounding areas.","The Maiwand Lion is a sculpture and war memorial in the Forbury Gardens, a public park in the town of Reading, in the English county of Berkshire.",Maiwand Lion,Where is Forbury Gardens?
5a8704f8554299211dda2ba4,What is the name of the Isles who were led by Aonghus Mór and covered a total land area of over 8300 km2?,Kingdom of the Isles,"Kingdom of the Isles: The Kingdom of the Isles comprised the Hebrides, the islands of the Firth of Clyde and the Isle of Man from the 9th to the 13th centuries AD. The islands involved have a total land area of over 8300 km2 and extend for more than 500 km from north to south.",Aonghus Mór mac Domhnaill (died c.1293) was a leading figure in the thirteenth-century kingdoms of the Isles and Scotland.,Aonghus Mór,What Isles were led by Aonghus Mor?
5ab5ed505542997d4ad1f255,"Who is Bruce Spizer an expert on, known as the most influential act of the rock era?",The Beatles,"Bruce Spizer: David ""Bruce"" Spizer (born July 2, 1955) is a tax attorney in New Orleans, Louisiana, who is also recognized as an expert on The Beatles.","With members John Lennon, Paul McCartney, George Harrison and Ringo Starr, they became widely regarded as the foremost and most influential act of the rock era.",The Beatles,Can you tell me more about Bruce Spizer?
5a77c1505542997042120b1b,"Which song was behind the third single on the album ""A Lot About Livin' (And a Little 'bout Love)"" for two weeks on the country charts?","""We'll Burn That Bridge""","We'll Burn That Bridge: ""We'll Burn That Bridge"" is a song written by Don Cook and Ronnie Dunn and recorded by American country music duo Brooks & Dunn. Chattahoochee (song): It was released in May 1993 as the third single from his album ""A Lot About Livin' (And a Little 'bout Love)"".","Released in May 1993 as the second single from their CD, ""Hard Workin' Man"", it peaked at #2 on the country charts for two weeks, behind ""Chattahoochee"" by Alan Jackson.",We'll Burn That Bridge,"What song was behind Chattahoochee on the album ""A Lot About Livin""?"
5a88d745554299206df2b378,What occupation was shared by David Yates and Pietro Germi?,director,"David Yates: David Yates (born (1963--)08 1963 ) is an English filmmaker who has directed feature films, short films, and television productions.","Pietro Germi (] ; 14 September 1914 – 5 December 1974) was an Italian actor, screenwriter, and director.",Pietro Germi,What was Pietro Germi's occupation?
5ae748d1554299572ea547b0,"Marcus Wayne Garland spent nine seasons with an American professional baseball team that is based in Baltimore, Maryland, and was one of the AMerican League's original eight charter franchises when the league was established in what year?",1901,"Baltimore Orioles: The Baltimore Orioles are an American professional baseball team based in Baltimore, Maryland. Wayne Garland: Marcus Wayne Garland (born October 26, 1950) is a retired American right-handed pitcher who spent nine seasons from 1973 to 1981 in Major League Baseball (MLB) with the Baltimore Orioles (1973–1976) and Cleveland Indians (1977–1981).","As one of the AL's original eight charter franchises when the league was established in 1901, this particular franchise spent its first year as a major league club in Milwaukee, Wisconsin, as the Milwaukee Brewers before moving to St. Louis, Missouri to become the St. Louis Browns.",Baltimore Orioles,When was the league the Baltimore Orioles is in founded?
5a7a8a9c554299042af8f666,The lamp used in many lighthouses is similiar to this type of lamp patented in 1780 by Aimé Argand?,Argand lamp,Lewis lamp: The Lewis lamp is a type of light fixture used in lighthouses.,"The Argand lamp, a kind of oil lamp, was invented and patented in 1780 by Aimé Argand.",Argand lamp,What lamp was patented by Aime Argand in 1780?
5adffe7155429906c02daa9e,"The songs from the sountrack to ""When Harry Met Sally"" are performed by a singer that has had how many top 20 US albums?",seven,"Harry Connick Jr.: He has had seven top20 US albums, and ten number-one US jazz albums, earning more number-one albums than any other artist in US jazz chart history.","The songs are performed by pianist Harry Connick Jr., who won the Grammy Award for Best Jazz Male Vocal Performance.",When Harry Met Sally... (soundtrack),"Who performed the soundtrack to ""When Harry met Sally""?"
5ab642845542995eadeeff8e,Are Broughtonia and Laeliocattleya both orchids?,yes,"Laeliocattleya: Laeliocattleya is a nothogenus of intergeneric orchid hybrids descended from the parental genera ""Laelia"" and ""Cattleya"".",Broughtonia is a genus of orchids (family Orchidaceae) native to the Bahamas and the Greater Antilles.,Broughtonia,Is Broughtonia an orchid?
5a906a685542990a9849362e,Where was the world cup hosted that Algeria qualified for the first time into the round of 16?,Brazil,"2014 FIFA World Cup: It took place in Brazil from 12 June to 13 July 2014, after the country was awarded the hosting rights in 2007.","In 2014, Algeria qualifyed for the first time into the round of 16.",Algeria at the FIFA World Cup,When did Algeria first qualify for the world cup round of 16?
5a7633ad5542992db9473741,"Which was fought earlier in our nation's history, the Seven Days Battles or the Battle of Manila?",The Seven Days Battles,"Battle of Manila (1945): The Battle of Manila (February 3, 1945 – March 3, 1945) was a major battle of the Philippine campaign of 1944-45, during the Second World War.","The Seven Days Battles were a series of six major battles over the seven days from June 25 to July 1, 1862, near Richmond, Virginia, during the American Civil War.",Seven Days Battles,When were the Seven Days Battles fought?
5a74ce9655429974ef308c6c,"What retailer in ABQ Uptown is headquarted in Poole, Dorset, United Kingdom?",Lush Ltd.,"Lush (company): Lush Ltd. is a cosmetics retailer headquartered in Poole, Dorset, United Kingdom.","Its anchor tenants include J.Crew, The North Face, and Lush.",ABQ Uptown,What retailers are in ABQ Uptown?
5a713a5a5542994082a3e6a9,What football club plays in the area between the old tool gates: Brook Bar and Trafford bar?,Manchester United,"Old Trafford, Greater Manchester: Old Trafford is an area of Stretford, in the Metropolitan Borough of Trafford, Greater Manchester, England, 2 mi southwest of Manchester city centre. The crossroads sites of two old toll gates roughly delineate the borders of the area: Brooks's Bar to the east and Trafford Bar to the west.","Manchester United Football Club is an English football club based in Old Trafford, Greater Manchester.",Manchester United F.C. in European football,What football club plays in Old Trafford?
5ab341f755429969a97a8114,"The song ""Chim Chim Cher-ee"" can be heard in the ""Mary Poppins"" scene of a Disney ride that debuted in what year?",1989,"The Great Movie Ride: The attraction—which debuted with the park on May 1, 1989—was located inside a replica of Grauman's Chinese Theatre, one of Hollywood's most famous movie palaces.","The song can be heard in the ""Mary Poppins"" scene of The Great Movie Ride at Disney's Hollywood Studios and during the ""Mary Poppins"" segment of """" at Disneyland.",Chim Chim Cher-ee,Chim Chim Cher-ee is played on what Disney ride?
5a8325b35542990548d0b18f,"Who held the record for the longest service in the Australian Parliament for a woman, and was surpassed by a former Australian politician who was the 29th Speaker of the House of Representatives?",Kathryn Jean Martin,"Bronwyn Bishop: Bronwyn Kathleen Bishop (née Setright; born 19 October 1942) is a former Australian politician who was the 29th Speaker of the House of Representatives, holding the office between 12 November 2013 and 2 August 2015.","Kathryn Jean Martin ""Kathy"" Sullivan AM (born 8 March 1942), Australian politician, was a Liberal member of the Australian Senate from 1974 to 1984, representing Queensland, and a member of the House of Representatives for the Division of Moncrieff, Queensland, from 1984 to 2001.",Kathy Sullivan (Australian politician),Who held the record for the longest service in the Australian Parliament for a woman?
5ab9374b554299131ca422c6,"Which man who presented the Australia 2022 FIFA World Cup bid was born on October 22, 1930?",Frank Lowy,"Australia 2022 FIFA World Cup bid: The bid was presented by Frank Lowy, Ben Buckley, Quentin Bryce and Elle Macpherson.","Sir Frank P. Lowy, {'1': "", '2': "", '3': "", '4': ""} (born 22 October 1930) is an Australian-Israeli businessman and Chairman of Westfield Corporation, a global shopping centre company with US$29.3 billion of assets under management in the United States, United Kingdom and Europe.",Frank Lowy,"Out of Frank Lowy, Ben Buckley, Quentin Bryce and Elle Macpherson, who was born October 22, 1930?"
5ae52c0f5542992663a4f12e,What major city is the Faith Lutheran Middle School and High School located by?,Las Vegas,"Faith Lutheran Middle School &amp; High School: Faith Lutheran Middle School & High School is a private Christian school located in Summerlin, Clark County, Nevada serving the Las Vegas Valley.",Summerlin is an affluent planned community in the Las Vegas Valley of Nevada.,"Summerlin, Nevada",Can you tell me more about Faith Lutheran Middle School?
5adbfbd555429947ff173893,What British singer-songwriter hosted the 16th Annual Young Hollywood Awards?,Kelly Lee Osbourne,"2014 Young Hollywood Awards: Kelly Osbourne hosted the show, with Justin Bieber being honored for his charity work and contributions to the Make-A-Wish Foundation, and Vanessa Hudgens was honored with the Trendsetter Award. Kelly Osbourne: Kelly Lee Osbourne (born 27 October 1984) is a British singer-songwriter, actress, television presenter and fashion designer.","The 16th Annual Young Hollywood Awards were held on Monday, July 28, 2014 in Los Angeles, California, previously recorded the day before.",2014 Young Hollywood Awards,Can you tell me more about the 2014 Young Hollywood Awards?
5ab7f0015542992aa3b8c88b,Who did the Star and Dagger bass player marry?,Sean Yseult.,Sean Yseult: She currently plays bass in the band Star & Dagger.,Chris Lee is married to former White Zombie bassist Sean Yseult.,Supagroup,Who did Sean Yseult marry?
5ac547525542993e66e822a3,"In 2017, what was 3/4th of the organization that also has a Center for Veterinary Medicine as well as part of the U.S. Department of Health and Human Services, spent on?",Prescription Drug User Fee Act,"Melarsomine: Melarsomine (melaminylthioarsenate) is a trypanocidal agent. In the U.S., it is marketed under the trade names ""Immiticide"" (Merial) and ""Diroban"" (Zoetis), and is approved by the FDA's Center for Veterinary Medicine for the treatment of adult heartworm (""Dirofilaria immitis"") infection in dogs. Food and Drug Administration: As of 2017, 3/4th of the FDA budget (approximately $700 million) is funded by the pharmaceutical companies due to the Prescription Drug User Fee Act.","The FDA is responsible for protecting and promoting public health through the control and supervision of food safety, tobacco products, dietary supplements, prescription and over-the-counter pharmaceutical drugs (medications), vaccines, biopharmaceuticals, blood transfusions, medical devices, electromagnetic radiation emitting devices (ERED), cosmetics, animal foods & feed and veterinary products.",Food and Drug Administration,Can you tell me more about Melarsomine?
5a7cbf8c554299452d57b9f4,"Which came out first, Dinosaur or McFarland, USA",Dinosaur,Dinosaur (film): Dinosaur is a 2000 American CGI animated adventure film produced by Walt Disney Feature Animation and The Secret Lab and released by Walt Disney Pictures.,"McFarland, USA (also known as McFarland) is a 2015 American sports drama film directed by Niki Caro, produced by Mark Ciardi and Gordon Gray, written by Christopher Cleveland, Bettina Gilois and Grant Thompson with music composed by Antônio Pinto.","McFarland, USA","When did McFarland, USA come out?"
5a7ddc5a5542995f4f4022da,Both Bishop Carroll Catholic High School and Kapaun Mt. Carmel Catholic High School are located in which city in Kansas?,Wichita,"Bishop Carroll Catholic High School: Along with Kapaun Mt. Carmel Catholic High School, it is one of two Catholic high schools in the city, part of the Roman Catholic Diocese of Wichita. Kapaun Mt. Carmel Catholic High School: Kapaun Mt. Carmel Catholic High School, sometimes called Kapaun, is a private, four year, co-educational, secondary school operated by the Roman Catholic Diocese of Wichita.","Bishop Carroll Catholic High School is a private high school located in Wichita, Kansas, United States.",Bishop Carroll Catholic High School,Where is Bishop Carroll Catholic High School located?
5a7a1cd85542990783324e65,What was the 58th quadrennial American presidential election held after the 2016 Michigan Democratic primary?,United States presidential election of 2016,"United States presidential election, 2016: The United States presidential election of 2016 was the 58th quadrennial American presidential election, held on Tuesday, November 8, 2016.",The 2016 Michigan Democratic primary took place on March 8 in the U.S. state of Michigan as one of the Democratic Party's primaries ahead of the 2016 presidential election.,"Michigan Democratic primary, 2016",What election was held after the 2016 Michigan Democratic primary?
5ae0a59a55429945ae9593e2,This Celtic ruler who was born in AD 43 ruled southeastern Britain prior to conquest by which empire?,Roman,"Catuvellauni: The Catuvellauni were a Celtic tribe or state of southeastern Britain before the Roman conquest, attested by inscriptions into the 4th century.",Togodumnus (d. AD 43) was a historical king of the British Catuvellauni tribe at the time of the Roman conquest.,Togodumnus,What Celtic ruler was born in AD 43?
5a8b987f5542997f31a41d7a,"What is the name of the detective novelist parent of the author of '""Q"" Is for Quarry'?",C. W. Grafton,"Sue Grafton: The daughter of detective novelist C. W. Grafton, she has said the strongest influence on her crime novels is author Ross Macdonald.","""Q"" Is for Quarry is the 17th novel in Sue Grafton's ""Alphabet"" series of mystery novels and features Kinsey Millhone, a private eye based in Santa Teresa, California.",&quot;Q&quot; Is for Quarry,"Who wrote ""Q is for Quarry?"""
5a8739a05542994775f607ab,What is the birthplace of the Senator who represents the first of 62 districts in the State Senate?,"Brooklyn, New York","Kenneth LaValle: Kenneth P. LaValle (born May 22, 1939 in Brooklyn, New York) represents District 1 in the New York State Senate, which comprises the five East End towns of Long Island, New York, and the eastern half of the Town of Brookhaven, New York. New York's 1st State Senate district: New York's 1st State Senate district is one of 62 districts of the New York State Senate.",It is currently represented by Senator Kenneth LaValle (R).,New York's 1st State Senate district,Can you tell me more about Kenneth LaValle?
5ae67dba55429908198fa5f0,The Memphis Hustle are based in a suburb of a city with a population of what in 2010?,"48,982","Southaven, Mississippi: The 2010 census reported a population of 48,982, making Southaven the third largest city in Mississippi. Memphis Hustle: The Memphis Hustle are an American professional basketball team of the NBA G League announced to begin play for the 2017–18 season as an affiliate of the Memphis Grizzlies of the National Basketball Association (NBA). Based in the Memphis suburb of Southaven, Mississippi, the team will play their home games at the Landers Center.","Southaven is a city in DeSoto County, Mississippi, United States.","Southaven, Mississippi","Can you tell me more about Southhaven, Mississippi?"
5a7b3f4d5542992d025e67bb,"Which songwriting duo composed music for ""La La Land"", and created lyrics for ""A Christmas Story: The Musical""?",Pasek & Paul,"Pasek and Paul: Benj Pasek and Justin Paul, known together as Pasek and Paul, are an American songwriting duo and composing team for musical theater, films, and television. A Christmas Story: The Musical: A Christmas Story: The Musical is a musical version of the film ""A Christmas Story"". The musical has music and lyrics written by Pasek & Paul and the book by Joseph Robinette.","Their original songs have been featured on NBC's ""Smash"", and in the film ""La La Land"", for which they won both the Golden Globe and Academy Award for Best Original Song for the song ""City of Stars"".",Pasek and Paul,"Who composed music for ""La La Land""?"
5ae2dfd155429928c423951b,"Which of the city at the south of Shelly Beach, New South Wales is a local government area in the Hunter region of New South Wales, Australia?",City of Newcastle,"Shelly Beach, New South Wales: It is 66 km south of Newcastle & 93 km north of Sydney.","The City of Newcastle is a local government area in the Hunter region of New South Wales, Australia.",City of Newcastle,"What city is a local government area in the Hunter region of New South Wales, Australia?"
5ab6ba245542995eadef007f,Are Bamboo Mañalac and Danny Jones both musicians?,yes,"Bamboo Mañalac: Francisco Gaudencio Lope Belardo Mañalac (born March 21, 1976), popularly known as Bamboo Mañalac or simply by the mononym Bamboo, is a Filipino American musician and singer-songwriter.",Danny Jones (born 12 March 1986) is a British musician who is one of the lead vocalists and guitarists for pop-rock band McFly.,Danny Jones,Is Danny Jones a musician?
5ab8854555429934fafe6e0c,"Works by Hanna Leena Kristiina Varis are part of a collection in a museum that houses approximately 65,000 what?",drawings,"Hanna Varis: Hanna Leena Kristiina Varis (b. 1959 in Kuusankoski) is a Finnish graphic artist and painter. Albertina: The Albertina is a museum in the Innere Stadt (First District) of Vienna, Austria. It houses one of the largest and most important print rooms in the world with approximately 65,000 drawings and approximately 1 million old master prints, as well as more modern graphic works, photographs and architectural drawings.","Her works are part of major art collections in Finland and abroad, such as the Kiasma, Amos Anderson Art Museum, and Helsinki Art Museum in Helsinki, Wäinö Aaltonen Museum of Art in Turku, and Albertina Museum in Vienna.",Hanna Varis,What collections does Hanna Varis have works in?
5a8eea4a5542990e94052bb7,When was the Western Germanic language spoken from which the small settlement situated on the river Leda opposite Leer derives its name?,between the 8th and 16th centuries,"Leda (river): On the southern bank of the Leda, in the ""Overledingen Land"" (Overledingen=""country over the Leda""), opposite Leer, lies the small settlement of Kloster Muhde (""Muhde"" from the Old Frisian ""mutha"" meaning ""(river) mouth"").",Old Frisian is a West Germanic language spoken between the 8th and 16th centuries in the area between the Rhine and Weser on the European North Sea coast.,Old Frisian,When was Old Frisian spoken?
5a74c85055429916b0164218,"Born on 6 March 1937, this man was also a citizen of the United Kingdom.",Alistair Grant,"British people: British people, or Britons, are the citizens of the United Kingdom, British Overseas Territories, and Crown dependencies.","Sir Matthew Alistair Grant {'1': "", '2': "", '3': "", '4': ""} (6 March 1937 – 21 January 2001) was a British businessman.",Alistair Grant,Who was born 6 March 1937 and was a citizen of the UK?
5a88dcf9554299206df2b383,"What country does Hatton Hill and Hatton Castle, Angus have in common?",Scotland,"Hatton Hill: Hatton Hill is a mountain landform in Angus, Scotland and is the most easterly peak of the Sidlaw Hills.","Hatton Castle stands on the lower part of Hatton Hill, the most easterly of the Sidlaw Hills, to the south of Newtyle in Angus, Scotland.","Hatton Castle, Angus",What country is associated with Hatton Castle?
5a7625c7554299109176e668,What podcast was the cheif executive officer of Nerdist Industries a guest on?,Comedy Film Nerds,"Comedy Film Nerds: Guests have included actor/comedian/author Kevin Pollak, SNL alum Janeane Garofalo, comedian Chris Hardwick, WTF host Marc Maron and best-selling author Stefanie Wilder-Taylor. Chris Hardwick: He is the chief executive officer of Nerdist Industries, the digital division of Legendary Entertainment.","Comedy Film Nerds is a weekly podcast hosted by stand-up comedians, authors, and filmmakers Chris Mancini and Graham Elwood.",Comedy Film Nerds,What podcast was Chris Hardwick a guest on?
5ac0d83a554299294b219038,Randall Cunningham II was a multi-sport athlete at the high school located in what Nevada city?,Summerlin,Randall Cunningham II: He was a high jumper and quarterback at Bishop Gorman High School.,"Bishop Gorman High School (also commonly referred to as Gorman High School or BGHS) is a Roman Catholic, private, preparatory school located in Summerlin, Nevada.",Bishop Gorman High School,What city is Bishop Gorman High School in?
5a790d8f554299029c4b5eec,"Which English musician is known for both the songs ""See Yourself"" and ""Withing You Without You""?",George Harrison,"See Yourself: ""See Yourself"" is a song by English musician George Harrison, released on his 1976 album ""Thirty Three & 1/3"".","""Within You Without You"" is a song written by George Harrison and released on the Beatles' 1967 album ""Sgt. Pepper's Lonely Hearts Club Band"".",Within You Without You,"Who is known for ""Withing You Without You""?"
5ab2c5e255429916697740ba,"Which professional ice hockey position does the Captain of the National Hockey League All-Star Game ""Away Team"" play?",Canadian professional ice hockey centre,"60th National Hockey League All-Star Game: The team captains were chosen by NHL Hockey Operations: Nick Foligno of the All-Star Game-hosting Blue Jackets served as captain for the home team, and Jonathan Toews of the Chicago Blackhawks served for the away team.","Jonathan Bryan Toews, {'1': "", '2': "", '3': "", '4': ""} ( ; born April 29, 1988) is a Canadian professional ice hockey centre who currently serves as captain of the Chicago Blackhawks of the National Hockey League (NHL).",Jonathan Toews,Which professional ice hockey position does Jonathan Toews play?
5abcfc365542993a06baf9d6,"What year did the series on CBS, starring the actor who known for his role in ""Rebel Without a Cause,"" air?",1952,"CBS Television Workshop: The series is noted for featuring early television appearances of several well known actors including Audrey Hepburn, James Dean and Grace Kelly. James Dean: He is remembered as a cultural icon of teenage disillusionment and social estrangement, as expressed in the title of his most celebrated film, ""Rebel Without a Cause"" (1955), in which he starred as troubled teenager Jim Stark.",CBS Television Workshop is an American anthology series which aired on CBS from January to April 1952.,CBS Television Workshop,In what year did CBS Television Workshop air?
5a8ee6915542990e94052bad,"What season was the character introduced that becomes the main antagonist in the following season, from the animated television series created by Bryan Konietzko and Michael Dante DiMartino as a sequel to """", which aired from 2005 to 2008?",third,"The Legend of Korra: The Legend of Korra is an American animated television series that aired on the Nickelodeon television network from 2012 to 2014. It was created by Bryan Konietzko and Michael Dante DiMartino as a sequel to """", which aired from 2005 to 2008. Kuvira: General Kuvira (古維拉 , Gǔ Wéi Lā ) is a fictional character and a character in ""The Legend of Korra"", created by Michael Dante DiMartino and Bryan Konietzko.","Introduced in the third season of the series, she becomes the main antagonist of the fourth season.",Kuvira,"In The Legend of Korra, who becomes an antagonist the season after being introduced?"
5abba4855542993f40c73b68,"Who were the directors of the 2009 American science fiction film starring the actor who played Dexter Morgan in the Showtime TV Network series ""Dexter""?",Mark Neveldine and Brian Taylor,"Michael C. Hall: Michael Carlyle Hall (born February 1, 1971) is an American actor, known for his roles as Dexter Morgan, a serial killer and blood spatter analyst, in the Showtime TV Network series ""Dexter"", and as David Fisher in the HBO drama series ""Six Feet Under"".",Gamer is a 2009 American science fiction action film written and directed by Mark Neveldine and Brian Taylor.,Gamer (film),What 2009 American science fiction film starred Michael C. Hall?
5ae0bae555429906c02dab08,"Which travel parody series featured American actor, comedian, and radio host best known as the host of ""The Joe Schmo Show""?",Hidden America with Jonah Ray,"Hidden America with Jonah Ray: The nine episode season features comedic guests like Weird Al Yankovic, Ralph Garman, Jeff B. Davis, Randall Park, David Koechner, Conphidance and many more. Ralph Garman: Ralph Garman (born November 17, 1964) is an American actor, comedian, and radio host best known as the host of ""The Joe Schmo Show"", for his voice work on the Fox animated series ""Family Guy"", and as the entertainment reporter and impressionist for the ""Kevin and Bean"" morning show on Los Angeles radio station KROQ-FM.","Hidden America with Jonah Ray is a travel parody series that debuted in June 2, 2016 on Seeso.",Hidden America with Jonah Ray,Which travel parody series featured Ralph Garman?
5ab271fe554299449642c8a6,Do The Importance of Being Icelandic and The Five Obstructions belong to different film genres ?,no,The Importance of Being Icelandic: The Importance of Being Icelandic is a 1998 documentary film by the filmmaker Jon Gustafsson (born in Iceland and living in Canada) that traces the steps of three Icelandic Canadians on a different quest of discovering their Icelandic heritage by going to Iceland.,The Five Obstructions is a 2003 Danish documentary film directed by Lars von Trier and Jørgen Leth.,The Five Obstructions,What genre does The Five Obstructions belong to?
5a7997a2554299029c4b5f59,Tefik Selim Mborja was a part of a party that held power in Albania until what year?,1943,Tefik Mborja: He served as the general secretary of the Albanian Fascist Party during the Second World War.,"The Albanian Fascist Party (Albanian: ""Partia Fashiste e Shqipërisë"" , or PFSh) was a Fascist organization active during World War II which held nominal power in Albania from 1939, when the country was conquered by Italy, until 1943, when Italy capitulated to the Allies.",Albanian Fascist Party,When did the Albanian Fascist Party lose power in Albania?
5add673e5542992ae4cec54d,Joe Walker played for which team that ends their regular season with the Civil War rivalry game?,Oregon Ducks football,"Oregon Ducks football: The Ducks and Beavers historically end each regular season with the Civil War rivalry game in late November. Joe Walker (American football): Joe Walker (born December 11, 1992) is an American football linebacker for the Philadelphia Eagles of the National Football League (NFL). He played college football at Oregon.","The Oregon Ducks football program is a college football team for the University of Oregon, located in the U.S. state of Oregon.",Oregon Ducks football,Did Joe Walker play for the Ducks or the Beavers?
5ae819ac55429952e35eaa16,"What station broadcast the episode ""Marry Me a Little, Marry Me a Little More"" , of the series created by Max Mutchnick and David Kohan?",National Broadcasting Company,"Marry Me a Little, Marry Me a Little More: The episode originally aired on the National Broadcasting Company (NBC) in the United States on November 21, 2002.",Will & Grace is an American sitcom created by Max Mutchnick and David Kohan.,Will &amp; Grace,What series was created by Max Mutchnick and David Kohan?
5aba65a055429939ce03dcd2,Georges-Henri Bousquet translated the work of a historian who is of what heritage?,North African Arab,"Ibn Khaldun: Ibn Khaldun ( ; Arabic: أبو زيد عبد الرحمن بن محمد بن خلدون الحضرمي‎ ‎ , ""Abū Zayd ‘Abd ar-Raḥmān ibn Muḥammad ibn Khaldūn al-Ḥaḍramī"" ; 27 May 1332 – 17 March 1406) was a North African Arab historiographer and historian.","He is also known for his translation work of the great Muslim authors, Al-Ghazali, a theologian who died in 1111 and Tunisian historian Ibn Khaldun (1332-1406).",Georges-Henri Bousquet,Which historian did Georges-Henri Bousquet translate work of?
5a87bada5542994846c1cddc,In which city are the headquarters of the American research and scientific development company where Ravi Sethi worked as computer scientist located?,Murray Hill,"Ravi Sethi: Ravi Sethi (born 1947) is an Indian computer scientist retired from Bell Labs and president of Avaya Labs Research. Bell Labs: Its headquarters are located in Murray Hill, New Jersey, in addition to other laboratories around the rest of the United States and in other countries.","Nokia Bell Labs (formerly named AT&T Bell Laboratories, Bell Telephone Laboratories and Bell Labs) is an American research and scientific development company, owned by Finnish company Nokia.",Bell Labs,Can you tell me more about Ravi Sethi?
5ae74fc45542997b22f6a6b4,What is the full name of the viral respiratory disease in which Yi Guan's research helped to prevent the outbreak of?,severe acute respiratory syndrome,Timeline of the SARS outbreak: The following is a timeline of the 2002–04 outbreak of severe acute respiratory syndrome (SARS).,His research on the viral respiratory disease SARS allowed the Chinese government to successfully avert the 2004 outbreak of this disease.,Yi Guan,What respiratory disease did Yi Guan's research help prevent the outbreak of?
5adf65555542992d7e9f9334,Which Kentucky Writers Hall of Fame author has had works published by Dim Gray Bar Press?,Wendell Berry,"Wendell Berry: On January 28, 2015, he became the first living writer to be inducted into the Kentucky Writers Hall of Fame.","Subsequent works, handprinted in editions of usually 100 copies or less, included work by Martine Bellen, Wendell Berry, Eavan Boland, Guy Davenport, Sharon Dolin, Mark Doty, Jonathan Greene, Rachel Hadas, Andrew Hudgins, Jim Harrison, James Laughlin, William Matthews, Gerald Stern, Robert Stone, Charles Tomlinson, Jonathan Williams and William Carlos Williams.",Dim Gray Bar Press,Which authors have been published by Dim Gray Bar Press?
5ade69e455429975fa854ec5,What director worked with Vikram Bhatt on a film starring actors Rajneesh Duggal and Adah Sharma?,Tinu Suresh Desai,"1920 (film): 1920 is a 2008 Indian horror film written and directed by Vikram Bhatt. The film stars debutant actors Rajneesh Duggal and Adah Sharma as the married couple and Indraneil Sengupta in a special role. 1920 (film series): 1920 is a series of Indian horror films. It is directed by Vikram Bhatt, Bhushan Patel and Tinu Suresh Desai, in each of three films.","The first film released in 2008 is directed by Vikram Bhatt, the released in 2012 is directed by Bhushan Patel and the third film is directed by Tinu Suresh Desai will be released in 2016.",1920 (film series),Can you tell me more about 1920 (film)?
5ae057fd55429945ae959328,Robert Smith founded the multinational company headquartered in what city?,"Golden Valley, Minnesota,",Robert Smith (Illinois politician): Smith founded General Mills in 1856.,"It is headquartered in Golden Valley, Minnesota, a suburb of Minneapolis.",General Mills,Where is General Mills headquartered?
5ab28019554299722f9b4d51,What amount was the settlement that the character from the Son of al Quada got in 2017?,$10.5 million,"Son of al Qaeda: Son of al Qaeda is a documentary about Abdurahman Khadr, a young Canadian whose father was an associate of Osama bin Laden, produced by Terence McKenna and Nazim Baksh.",Khadr sued the Canadian government for infringing his rights under the Charter of Rights and Freedoms; this lawsuit was settled in 2017 with a $10.5 million (USD 8 million) payment and an apology by the federal government.,Omar Khadr,What amount was the settlement for Abdurahman Khadr?
5a75f79555429976ec32bcca,"Considered the strongest recorded tropical cyclone, which cyclone had a film made about it in 2007?",1999 Odisha cyclone,"Kathantara: Kathantara (Odia: କଥାନ୍ତର , English ""Another Story"") is a 2007 Indian Oriya language disaster film directed by Himansu Khatua, a story of tribulations of the 1999 Odisha cyclone.","The 1999 Odisha cyclone (IMD designation BOB 03, JTWC designation 05B) was the strongest recorded tropical cyclone in the North Indian Ocean and among the most destructive in the region.",1999 Odisha cyclone,What was considered the strongest recorded tropical cyclone?
5adef80b5542993a75d263c4,The 2000 British film Snatch was later adapted into a television series for what streaming service?,Crackle,"Snatch (film): is a 2000 British crime comedy film written and directed by Guy Ritchie, featuring an ensemble cast.","Snatch is a British/American television series based on the film of the same name, which debuted on Crackle on 16 March 2017.",Snatch (TV series),What streaming service did Snatch's adaptation debut on?
5ae0aaf455429945ae959401,Chris Williams last played for which football club from the National League North?,Salford City Football Club,"Salford City F.C.: Salford City Football Club is a professional football club in the Kersal area of Salford, Greater Manchester, England, which plays in National League North, the sixth tier of English football.","Christopher Jonathan ""Chris"" Williams (born 2 February 1985) is an English semi-professional footballer who last played for Salford City as a forward.",Chris Williams (English footballer),Chris Williams last played for which football club from the National League North?
5ab47d765542991751b4d78f,Who designed the hotel that held the IFBB professional bodybuilding competition in September 1991?,architect Michael Graves,"1991 Mr. Olympia: The 1991 Mr. Olympia contest was an IFBB professional bodybuilding competition held in September 1991 at the Walt Disney World Dolphin Hotel in Orlando, Florida.","The Walt Disney World Dolphin is a resort hotel designed by architect Michael Graves located between Epcot and Disney's Hollywood Studios in the Walt Disney World Resort in Bay Lake, Florida, next to Disney's BoardWalk Resort area.",Walt Disney World Dolphin,Who designed the Walt Disney World Dolphin?
